0,123
1,1
2,124
3,3
4,4
5,125
6,6
7,125
8,8
9,126
10,10
11,127
12,12
13,128
14,14
15,129
16,16
8,8
17,130
18,18
19,19
20,131
21,132
22,22
23,23
24,24
25,25
26,26
27,133
28,134
29,135
30,136
31,137
32,138
33,139
34,140
35,141
36,142
37,143
38,144
39,145
40,146
41,147
42,148
43,43
44,149
45,150
46,151
47,47
48,152
49,49
50,50
51,153
52,154
53,155
54,156
55,157
56,158
57,159
58,160
59,161
60,162
61,163
62,164
63,165
64,166
65,167
66,66
67,168
68,169
69,170
70,70
71,171
72,172
73,173
74,74
75,174
76,175
77,176
78,78
79,79
80,177
81,178
82,179
83,180
84,181
85,182
86,183
87,87
88,88
89,89
90,184
91,91
92,92
93,93
94,94
94,94
95,185
96,96
97,97
98,43
99,99
100,100
101,101
102,186
103,187
104,188
105,189
106,159
107,190
108,191
109,192
110,193
111,194
112,195
113,196
113,196
113,196
114,114
115,197
116,198
117,199
118,118
119,119
120,120
120,200
121,201
120,202
122,203
