0,0
1,100
2,101
3,102
4,4
5,103
6,104
7,105
8,8
9,106
10,107
4,108
11,11
12,12
13,13
14,109
15,110
16,111
17,17
18,112
19,113
20,114
21,115
22,116
23,117
24,118
25,119
26,120
27,27
28,121
29,122
30,123
31,31
32,124
33,125
34,126
35,127
36,36
37,128
38,129
39,130
40,131
41,41
42,132
28,133
43,134
44,135
45,136
46,137
47,138
48,139
49,140
50,141
51,51
52,142
53,143
4,144
54,54
55,145
56,146
57,147
58,148
59,149
60,150
61,151
62,152
63,153
64,154
65,155
66,156
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,157
75,75
76,76
77,77
78,78
79,79
80,80
81,158
82,159
83,160
84,84
85,161
86,162
87,163
88,164
89,165
90,90
91,91
92,166
93,93
94,167
95,95
96,96
97,97
98,168
99,169
