0,0
1,126
2,127
3,128
4,129
5,5
6,130
7,131
8,8
9,132
10,133
11,134
12,135
13,136
14,14
15,15
16,137
17,17
18,138
19,139
20,140
21,141
22,142
23,143
24,144
25,145
26,146
27,147
28,148
29,149
30,150
31,31
32,151
33,152
34,153
35,154
36,155
37,37
38,38
39,39
40,156
41,157
42,158
43,159
44,160
45,161
46,162
47,163
48,164
49,165
50,166
51,167
52,168
53,169
54,170
55,171
56,172
57,173
58,174
59,175
60,176
61,177
62,178
63,179
64,180
65,181
66,182
67,183
68,184
69,185
70,70
71,186
72,187
73,188
74,74
75,189
76,190
77,191
78,192
79,193
80,194
81,195
82,196
83,197
84,198
85,199
86,200
87,201
88,202
89,203
90,204
91,205
92,206
93,207
94,94
95,208
96,209
97,210
98,98
99,211
100,212
101,213
102,214
103,215
104,216
105,217
106,218
107,219
108,220
109,221
110,222
111,111
112,112
113,223
114,224
115,225
116,226
117,227
118,228
119,119
120,229
121,230
122,231
123,232
59,233
124,234
125,235
