0,125
1,126
2,2
3,127
4,4
5,128
6,6
7,129
8,130
9,131
10,132
11,133
12,134
13,135
14,136
15,137
16,138
17,139
18,140
19,141
20,142
21,143
22,144
23,145
24,146
25,147
26,148
27,149
28,150
29,151
30,30
31,152
32,153
33,154
34,155
35,156
36,157
37,158
38,38
39,159
40,160
41,161
42,162
43,163
44,164
45,165
46,46
47,166
48,167
49,168
50,169
51,170
52,171
53,172
54,54
55,173
56,174
57,175
58,176
59,177
60,178
61,179
62,180
63,181
64,182
65,65
66,183
67,184
68,68
69,185
70,186
71,187
72,188
73,189
74,190
75,75
76,191
77,192
78,193
79,194
80,195
81,196
82,82
83,83
84,84
85,85
86,86
87,87
88,197
89,198
90,90
91,91
92,199
93,200
94,201
95,202
96,96
97,203
98,204
99,205
100,100
101,206
102,207
103,208
104,209
105,105
106,210
106,211
107,212
108,108
109,213
110,214
111,215
112,216
113,217
114,218
115,115
116,219
117,220
118,118
119,119
120,221
121,222
122,223
123,224
124,124
