0,128
1,129
2,130
3,131
4,4
5,132
6,133
7,134
8,135
9,9
10,136
11,137
12,138
13,139
14,140
15,15
16,141
17,142
18,18
19,143
20,144
21,145
22,146
23,147
24,148
25,149
26,150
27,27
28,151
29,152
30,30
31,153
32,154
33,155
34,156
35,157
36,158
37,37
38,38
39,39
40,159
41,160
42,161
43,162
44,163
45,164
46,165
47,166
48,167
49,168
50,169
51,170
52,171
53,172
54,173
55,174
56,175
57,176
58,177
59,59
60,178
61,179
62,62
63,180
64,181
65,182
66,66
67,183
68,184
69,69
70,70
71,185
72,186
73,73
74,187
75,188
76,189
77,77
78,190
79,191
80,192
81,193
82,194
83,195
84,196
85,85
86,86
87,87
88,88
89,197
90,198
91,199
92,200
93,93
94,94
95,201
96,96
97,202
98,203
99,204
100,205
101,206
102,207
103,208
104,209
105,210
106,211
107,107
108,108
109,212
109,213
110,214
111,215
112,216
113,217
114,218
115,219
116,220
117,221
118,118
119,222
120,223
121,224
122,225
123,226
124,227
125,125
126,228
127,229
