0,128
1,129
2,130
3,131
4,4
5,132
6,133
7,134
8,135
9,9
10,136
11,137
12,138
13,139
14,140
15,15
16,141
17,142
18,18
19,143
20,144
21,145
22,146
23,147
24,148
25,149
26,150
27,151
28,152
29,153
30,30
31,154
32,155
33,156
34,157
35,158
36,159
37,37
38,38
39,39
40,160
41,161
42,162
43,163
44,164
45,165
46,166
47,167
48,168
49,169
50,170
51,171
52,172
53,173
54,174
55,175
56,176
57,177
58,178
59,59
60,179
61,180
62,181
63,182
64,183
65,184
66,66
67,185
68,186
69,69
70,70
71,187
72,188
73,73
74,189
75,190
76,191
77,77
78,192
79,193
80,194
81,195
82,196
83,197
84,198
85,85
86,86
87,87
88,88
89,199
90,200
91,201
92,202
93,93
94,94
95,203
96,204
97,205
98,206
99,207
100,208
101,209
102,210
103,211
104,212
105,213
106,214
107,107
108,108
109,215
109,216
110,217
111,218
112,219
113,220
114,221
115,222
116,223
117,224
118,118
119,225
120,226
121,227
122,228
123,229
124,230
125,125
126,231
127,232
